Date,High,Low,Close,Open,Volume,Adj Close
2022-02-21,32928.78041881435,31880.55779869508,32117.393051348186,32896.96774164094,518880000.0,32117.393051348186
2022-02-18,33233.763194426334,32734.888472620976,32835.67503352888,33138.273412291746,467530000.0,32835.67503352888
2022-02-17,33484.67657026842,32937.68534459532,33053.21258512138,33396.08596873072,644980000.0,33053.21258512138
2022-02-16,33606.850429825216,33155.67897613201,33363.05407982567,33486.343462394034,590390000.0,33363.05407982567
2022-02-15,33223.685545513996,32407.97876111615,33214.4934958409,32441.71686225333,686590000.0,33214.4934958409
2022-02-14,32783.33563456431,32050.52814507416,32694.438161235135,32595.994040297097,939730000.0,32694.438161235135
2022-02-11,33608.379489377345,33239.874917751375,33511.941131795604,33366.06213421782,721080000.0,33511.941131795604
2022-02-10,33973.99249114106,33503.57424469424,33783.88124943597,33812.45789868477,829660000.0,33783.88124943597
2022-02-09,33703.824391321694,33103.21448608829,33703.824391321694,33103.21448608829,786250000.0,33703.824391321694
2022-02-08,33192.6308770504,32647.179450080817,32888.923357735155,32827.82941079932,723390000.0,32888.923357735155
2022-02-07,33363.79314315725,32644.982633315867,32847.967848206536,33336.999552997586,689500000.0,32847.967848206536
2022-02-04,33926.00955116603,33033.76874257958,33135.364027800184,33921.16078924195,690830000.0,33135.364027800184
2022-02-03,33688.41545752338,33294.70274545208,33316.929738869345,33683.579080714735,587890000.0,33316.929738869345
2022-02-02,33832.4342471695,33566.57179673594,33628.9167781157,33583.85477258678,741520000.0,33628.9167781157
2022-02-01,33312.22874586675,33035.620101853325,33312.22874586675,33053.89073614246,855000000.0,33312.22874586675
2022-01-31,32861.7445997554,32383.787260140605,32582.62295577941,32861.7445997554,899880000.0,32582.62295577941
2022-01-28,32621.470204953344,31943.28491998586,32259.314358087657,32599.08696938111,677510000.0,32259.314358087657
2022-01-27,33104.06996087833,32170.350605117826,32924.44324731786,32214.96495160055,730120000.0,32924.44324731786
2022-01-26,32844.48398781629,32275.661910859184,32789.70216451381,32301.36844535977,720430000.0,32789.70216451381
2022-01-25,32422.016666011496,31810.626849970733,32109.855679366196,32316.294581874496,641820000.0,32109.855679366196
2022-01-24,33356.68895377057,31902.610572200392,32105.044449951925,33240.098653849804,814600000.0,32105.044449951925
2022-01-21,33683.338636111854,33072.63357628266,33371.508982746425,33521.54065799782,641690000.0,33371.508982746425
2022-01-20,34089.34132070703,33790.14783010205,34089.34132070703,33917.023747315296,706140000.0,34089.34132070703
2022-01-19,34032.44794989169,33618.462635064985,33802.26350431604,33731.056670608166,715170000.0,33802.26350431604
2022-01-18,34313.698505397835,33956.86700467795,34158.38916936885,34310.85727222825,705880000.0,34158.38916936885
2022-01-17,34465.32806944192,34298.51496781654,34448.16636858382,34412.416628697894,493730000.0,34448.16636858382
2022-01-14,34618.156455238466,34251.87246452314,34393.33347276093,34469.04209367576,548340000.0,34393.33347276093
2022-01-13,34789.69056303951,34527.711161864325,34714.438847900885,34544.610475116526,468640000.0,34714.438847900885
2022-01-12,34376.207903668896,34134.01098928684,34354.16830272152,34340.96045522237,665450000.0,34354.16830272152
2022-01-11,34172.14372125518,33935.98382166016,34040.48426564447,34040.2010051978,428450000.0,34040.48426564447
2022-01-10,34459.09734154825,33771.10415429655,33859.1768195909,34437.34315478739,570800000.0,33859.1768195909
2022-01-07,34356.47219547091,33891.85404249841,34079.26931087552,34294.870299240625,673210000.0,34079.26931087552
