"Date","Price","Open","High","Low","Vol.","Change %"
"12/11/2020","23,622.81","23,802.53","23,845.10","23,496.63","554.72M","-0.97%"
"12/10/2020","23,854.59","23,969.02","24,021.17","23,682.66","616.65M","-0.19%"
"12/09/2020","23,900.73","24,147.70","24,200.24","23,895.60","679.21M","-0.33%"
"12/08/2020","23,980.85","23,981.80","24,021.35","23,817.82","593.12M","-0.15%"
"12/07/2020","24,016.89","24,037.37","24,058.38","23,870.12","722.39M","-0.28%"
"12/04/2020","24,085.19","23,942.60","24,099.41","23,942.60","703.90M","0.69%"
"12/03/2020","23,920.66","23,946.48","23,955.92","23,815.76","650.88M","0.10%"
"12/02/2020","23,895.57","23,955.22","23,973.20","23,709.93","778.48M","-0.58%"
"12/01/2020","24,033.98","24,101.82","24,134.58","23,931.93","1.06B","0.30%"
"11/30/2020","23,962.70","24,134.83","24,264.95","23,962.70","942.64M","-1.27%"
"11/27/2020","24,270.63","24,091.59","24,301.59","24,086.63","790.99M","0.62%"
"11/26/2020","24,121.41","24,311.99","24,311.99","24,121.41","790.07M","-0.42%"
"11/25/2020","24,222.72","24,197.16","24,261.16","23,960.99","1.06B","0.68%"
"11/24/2020","24,060.20","23,899.39","24,061.51","23,875.76","1.48B","1.97%"
"11/23/2020","23,594.39","23,779.16","23,913.56","23,594.39","1.17B","-0.04%"
"11/20/2020","23,603.76","23,403.04","23,667.57","23,380.81","1.20B","0.84%"
"11/19/2020","23,408.17","23,357.03","23,562.49","23,296.12","1.72B","-0.37%"
"11/18/2020","23,495.79","23,276.72","23,524.33","23,224.28","1.33B","0.86%"
"11/17/2020","23,294.73","23,168.45","23,355.47","23,109.13","1.06B","0.52%"
"11/16/2020","23,175.03","22,965.50","23,285.72","22,841.10","926.75M","1.99%"
"11/13/2020","22,723.26","22,523.53","22,785.28","22,523.53","593.86M","0.41%"
"11/12/2020","22,631.37","22,644.34","22,778.09","22,519.41","797.33M","-0.81%"
"11/11/2020","22,816.71","22,750.99","22,873.69","22,628.25","837.81M","0.78%"
"11/10/2020","22,640.96","22,553.44","22,710.31","22,365.05","1.17B","0.51%"
"11/09/2020","22,525.29","21,760.21","22,715.67","21,718.92","1.59B","5.19%"
"11/06/2020","21,414.86","21,423.16","21,562.12","21,210.25","645.97M","-0.21%"
"11/05/2020","21,460.86","21,187.41","21,518.42","21,185.04","746.67M","1.94%"
"11/04/2020","21,053.20","20,334.31","21,084.08","20,244.88","788.63M","1.90%"
"11/03/2020","20,660.33","20,204.10","20,660.33","20,186.10","1.05B","2.97%"
"11/02/2020","20,064.30","19,625.77","20,070.51","19,443.29","741.13M","2.43%"
"10/30/2020","19,588.69","19,318.28","19,620.07","19,304.24","647.59M","0.40%"
